"region_type","region","year","week","total_specimens","percent_positive","a_2009_h1n1","a_h1","a_h3","a_subtyping_not_performed","a_unable_to_subtype","b","h3n2v","wk_date"
"National","National",2004,28,"746","0.268097","0","0","0","0","0","2","0",2004-07-11
"National","National",2004,29,"563","0.35524","0","0","0","0","0","2","0",2004-07-18
"National","National",2004,30,"671","0","0","0","0","0","0","0","0",2004-07-25
"National","National",2004,31,"628","0.318471","0","0","1","0","0","1","0",2004-08-01
"National","National",2004,32,"620","0.16129","0","0","1","0","0","0","0",2004-08-08
"National","National",2004,33,"647","0.15456","0","0","0","0","0","1","0",2004-08-15
"National","National",2004,34,"823","0.486027","0","0","0","3","0","1","0",2004-08-22
"National","National",2004,35,"827","0.483676","0","0","4","0","0","0","0",2004-08-29
"National","National",2004,36,"822","0.364964","0","0","0","0","0","3","0",2004-09-05
"National","National",2004,37,"907","0.771775","0","0","1","4","0","2","0",2004-09-12
"National","National",2004,38,"890","0.449438","0","0","2","1","0","1","0",2004-09-19
"National","National",2004,39,"919","1.52339","0","0","4","8","0","2","0",2004-09-26
"National","National",2004,40,"1860","0.645161","0","0","5","3","0","4","0",2004-10-03
"National","National",2004,41,"2154","0.649954","0","0","10","3","0","1","0",2004-10-10
"National","National",2004,42,"2412","1.61692","0","0","16","12","0","11","0",2004-10-17
"National","National",2004,43,"2620","1.22137","0","0","13","12","0","7","0",2004-10-24
"National","National",2004,44,"2771","1.62396","0","0","19","10","0","16","0",2004-10-31
"National","National",2004,45,"3074","2.01692","0","0","28","10","0","24","0",2004-11-07
"National","National",2004,46,"3310","2.77946","0","0","41","30","0","21","0",2004-11-14
"National","National",2004,47,"3111","1.96078","0","0","18","22","0","21","0",2004-11-21
"National","National",2004,48,"3826","3.58076","0","0","65","40","0","32","0",2004-11-28
"National","National",2004,49,"3846","5.0182","0","0","88","73","0","32","0",2004-12-05
"National","National",2004,50,"4359","6.56114","0","1","114","126","0","45","0",2004-12-12
"National","National",2004,51,"4509","11.7764","0","1","186","290","0","54","0",2004-12-19
"National","National",2004,52,"5807","16.7556","0","0","340","510","0","123","0",2004-12-26
"National","National",2005,1,"6921","18.5667","0","2","405","712","0","166","0",2005-01-02
"National","National",2005,2,"6646","16.9425","0","2","308","634","0","182","0",2005-01-09
"National","National",2005,3,"6948","21.3443","0","2","377","892","0","212","0",2005-01-16
"National","National",2005,4,"8010","23.2959","0","1","514","1045","0","306","0",2005-01-23
"National","National",2005,5,"8654","26.8662","0","0","687","1214","0","424","0",2005-01-30
"National","National",2005,6,"9684","26.5489","0","2","640","1451","0","478","0",2005-02-06
"National","National",2005,7,"10586","25.5526","0","2","692","1398","0","613","0",2005-02-13
"National","National",2005,8,"9710","23.4604","0","1","524","1135","0","618","0",2005-02-20
"National","National",2005,9,"8511","19.9507","0","0","228","950","0","520","0",2005-02-27
"National","National",2005,10,"7580","16.0422","0","0","163","635","0","418","0",2005-03-06
"National","National",2005,11,"6540","16.9419","0","0","148","489","0","471","0",2005-03-13
"National","National",2005,12,"5928","14.6592","0","0","103","303","0","463","0",2005-03-20
"National","National",2005,13,"5134","11.044","0","3","54","167","0","343","0",2005-03-27
"National","National",2005,14,"3894","9.11659","0","0","47","96","0","212","0",2005-04-03
"National","National",2005,15,"3339","5.27104","0","0","14","39","0","123","0",2005-04-10
"National","National",2005,16,"2933","4.19366","0","1","21","26","0","75","0",2005-04-17
"National","National",2005,17,"2570","2.68482","0","0","12","15","0","42","0",2005-04-24
"National","National",2005,18,"2250","2.26667","0","0","10","8","0","33","0",2005-05-01
"National","National",2005,19,"2136","1.73221","0","0","13","5","0","19","0",2005-05-08
"National","National",2005,20,"1889","2.06458","0","0","20","3","0","16","0",2005-05-15
"National","National",2005,21,"1809","1.71365","0","0","9","3","0","19","0",2005-05-22
"National","National",2005,22,"1682","1.36742","0","0","5","3","0","15","0",2005-05-29
"National","National",2005,23,"1576","0.761421","0","0","4","0","0","8","0",2005-06-05
"National","National",2005,24,"1514","0.990753","0","0","3","2","0","10","0",2005-06-12
"National","National",2005,25,"1229","0.895037","0","0","5","1","0","5","0",2005-06-19
"National","National",2005,26,"1215","0.576132","0","0","0","6","0","1","0",2005-06-26
"National","National",2005,27,"1073","0.465983","0","0","1","0","0","4","0",2005-07-03
"National","National",2005,28,"991","0.201816","0","0","0","0","0","2","0",2005-07-10
"National","National",2005,29,"983","0.305188","0","0","0","1","0","2","0",2005-07-17
"National","National",2005,30,"1124","0.177936","0","0","1","0","0","1","0",2005-07-24
"National","National",2005,31,"1018","0","0","0","0","0","0","0","0",2005-07-31
"National","National",2005,32,"964","0.414938","0","0","3","1","0","0","0",2005-08-07
"National","National",2005,33,"989","0.606673","0","1","0","5","0","0","0",2005-08-14
"National","National",2005,34,"1016","0.393701","0","0","2","2","0","0","0",2005-08-21
"National","National",2005,35,"1054","0.56926","0","0","2","3","0","1","0",2005-08-28
"National","National",2005,36,"1031","0.0969932","0","0","1","0","0","0","0",2005-09-04
"National","National",2005,37,"1099","0.454959","0","0","4","0","0","1","0",2005-09-11
"National","National",2005,38,"1280","0.15625","0","0","2","0","0","0","0",2005-09-18
"National","National",2005,39,"1421","0.492611","0","0","2","4","0","1","0",2005-09-25
"National","National",2005,40,"1894","0.580781","0","0","6","4","0","1","0",2005-10-02
"National","National",2005,41,"2191","0.547695","0","0","6","4","0","2","0",2005-10-09
"National","National",2005,42,"2349","1.06428","0","0","12","8","0","5","0",2005-10-16
"National","National",2005,43,"2780","0.503597","0","0","6","6","0","2","0",2005-10-23
"National","National",2005,44,"2890","0.795848","0","0","13","7","0","3","0",2005-10-30
"National","National",2005,45,"3320","1.29518","0","1","21","14","0","7","0",2005-11-06
"National","National",2005,46,"3861","1.2173","0","2","18","23","0","4","0",2005-11-13
"National","National",2005,47,"3268","1.59119","0","0","19","30","0","3","0",2005-11-20
"National","National",2005,48,"4056","2.85996","0","1","57","56","0","2","0",2005-11-27
"National","National",2005,49,"3863","5.53974","0","1","126","79","0","8","0",2005-12-04
"National","National",2005,50,"4618","8.6401","0","0","269","125","0","5","0",2005-12-11
"National","National",2005,51,"5418","12.7538","0","1","296","383","0","11","0",2005-12-18
"National","National",2005,52,"5829","13.4843","0","2","336","425","0","23","0",2005-12-25
"National","National",2006,1,"6417","11.7189","0","1","259","468","0","24","0",2006-01-01
"National","National",2006,2,"6378","13.2173","0","4","297","520","0","22","0",2006-01-08
"National","National",2006,3,"6255","14.1167","0","4","285","565","0","29","0",2006-01-15
"National","National",2006,4,"6732","15.7308","0","4","308","714","0","33","0",2006-01-22
"National","National",2006,5,"7029","16.688","0","6","314","779","0","74","0",2006-01-29
"National","National",2006,6,"7226","17.9491","0","9","321","825","0","142","0",2006-02-05
"National","National",2006,7,"8105","19.5682","0","17","372","1013","0","184","0",2006-02-12
"National","National",2006,8,"7948","20.4454","0","16","364","1003","0","242","0",2006-02-19
"National","National",2006,9,"7978","22.5871","0","29","435","942","0","396","0",2006-02-26
"National","National",2006,10,"7819","22.4325","0","54","411","881","0","408","0",2006-03-05
"National","National",2006,11,"6995","19.7427","0","40","276","624","0","441","0",2006-03-12
"National","National",2006,12,"6444","18.4668","0","79","181","498","0","432","0",2006-03-19
"National","National",2006,13,"5424","17.9757","0","63","134","340","0","438","0",2006-03-26
"National","National",2006,14,"4459","13.5681","0","38","53","202","0","312","0",2006-04-02
"National","National",2006,15,"4032","11.3591","0","24","51","142","0","241","0",2006-04-09
"National","National",2006,16,"3499","9.88854","0","24","30","74","0","218","0",2006-04-16
"National","National",2006,17,"2675","7.47664","0","10","2","53","0","135","0",2006-04-23
"National","National",2006,18,"2516","7.7504","0","7","7","53","0","128","0",2006-04-30
"National","National",2006,19,"2453","7.21565","0","12","0","49","0","116","0",2006-05-07
"National","National",2006,20,"2399","5.62734","0","6","1","41","0","87","0",2006-05-14
"National","National",2006,21,"2058","6.31681","0","9","0","28","0","93","0",2006-05-21
"National","National",2006,22,"1663","4.69032","0","9","0","19","0","50","0",2006-05-28
"National","National",2006,23,"1444","3.80886","0","9","0","8","0","38","0",2006-06-04
"National","National",2006,24,"1267","1.97316","0","3","0","11","0","11","0",2006-06-11
"National","National",2006,25,"1178","1.18846","0","2","0","2","0","10","0",2006-06-18
"National","National",2006,26,"1017","1.17994","0","3","1","2","0","6","0",2006-06-25
"National","National",2006,27,"907","0.882029","0","2","0","4","0","2","0",2006-07-02
"National","National",2006,28,"914","0.765864","0","0","1","6","0","0","0",2006-07-09
"National","National",2006,29,"917","1.19956","0","0","0","9","0","2","0",2006-07-16
"National","National",2006,30,"863","1.96987","0","6","1","8","0","2","0",2006-07-23
"National","National",2006,31,"943","2.12089","0","3","0","16","0","1","0",2006-07-30
"National","National",2006,32,"899","1.33482","0","1","0","9","0","2","0",2006-08-06
"National","National",2006,33,"862","1.39211","0","3","0","7","0","2","0",2006-08-13
"National","National",2006,34,"898","1.67038","0","3","0","9","0","3","0",2006-08-20
"National","National",2006,35,"907","1.87431","0","5","0","8","0","4","0",2006-08-27
"National","National",2006,36,"881","1.4756","0","5","0","8","0","0","0",2006-09-03
"National","National",2006,37,"1067","2.90534","0","13","0","17","0","1","0",2006-09-10
"National","National",2006,38,"996","3.51406","0","22","0","11","0","2","0",2006-09-17
"National","National",2006,39,"971","2.98661","0","13","0","13","0","3","0",2006-09-24
"National","National",2006,40,"2309","2.42529","0","13","2","26","0","15","0",2006-10-01
"National","National",2006,41,"2502","2.67786","0","20","1","37","0","9","0",2006-10-08
"National","National",2006,42,"2900","2.75862","0","17","4","37","0","22","0",2006-10-15
"National","National",2006,43,"3237","2.595","0","13","2","46","0","23","0",2006-10-22
"National","National",2006,44,"3765","3.79814","0","25","1","75","0","42","0",2006-10-29
"National","National",2006,45,"4262","3.63679","0","18","1","93","0","43","0",2006-11-05
"National","National",2006,46,"4525","2.93923","0","25","2","74","0","32","0",2006-11-12
"National","National",2006,47,"4538","3.54782","0","21","2","110","0","28","0",2006-11-19
"National","National",2006,48,"5642","3.70436","0","43","1","111","0","54","0",2006-11-26
"National","National",2006,49,"5805","4.5478","0","55","2","145","0","62","0",2006-12-03
"National","National",2006,50,"6686","8.09153","0","106","9","306","0","120","0",2006-12-10
"National","National",2006,51,"7083","10.2922","0","194","10","392","0","133","0",2006-12-17
"National","National",2006,52,"6777","10.3881","0","201","14","366","0","123","0",2006-12-24
"National","National",2007,1,"6711","6.97363","0","128","14","240","0","86","0",2006-12-31
"National","National",2007,2,"6430","9.23795","0","180","35","293","0","86","0",2007-01-07
"National","National",2007,3,"6200","11.5806","0","174","44","420","0","80","0",2007-01-14
"National","National",2007,4,"7200","18.1944","0","310","86","760","0","154","0",2007-01-21
"National","National",2007,5,"8261","22.3823","0","367","107","1172","0","203","0",2007-01-28
"National","National",2007,6,"8986","28.1772","0","497","133","1491","0","411","0",2007-02-04
"National","National",2007,7,"9780","25.7975","0","430","133","1544","0","416","0",2007-02-11
"National","National",2007,8,"9947","23.7961","0","297","156","1388","0","526","0",2007-02-18
"National","National",2007,9,"8634","22.5735","0","201","192","1006","0","550","0",2007-02-25
"National","National",2007,10,"7848","20.2472","0","169","199","751","0","470","0",2007-03-04
"National","National",2007,11,"6928","19.5294","0","147","207","569","0","430","0",2007-03-11
"National","National",2007,12,"6460","16.8731","0","65","165","491","0","369","0",2007-03-18
"National","National",2007,13,"5558","13.7639","0","59","173","322","0","211","0",2007-03-25
"National","National",2007,14,"4698","11.026","0","33","101","228","0","156","0",2007-04-01
"National","National",2007,15,"4243","12.1376","0","31","186","158","0","140","0",2007-04-08
"National","National",2007,16,"3857","9.67073","0","28","126","138","0","81","0",2007-04-15
"National","National",2007,17,"3015","9.75124","0","21","119","86","0","68","0",2007-04-22
"National","National",2007,18,"3006","6.75316","0","15","81","51","0","56","0",2007-04-29
"National","National",2007,19,"2531","4.97827","0","7","38","43","0","38","0",2007-05-06
"National","National",2007,20,"2341","3.92994","0","3","23","39","0","27","0",2007-05-13
"National","National",2007,21,"1944","4.32099","0","4","32","34","0","14","0",2007-05-20
"National","National",2007,22,"1696","1.76887","0","2","7","12","0","9","0",2007-05-27
"National","National",2007,23,"1670","1.1976","0","1","5","10","0","4","0",2007-06-03
"National","National",2007,24,"1529","1.70046","0","0","6","13","0","7","0",2007-06-10
"National","National",2007,25,"1300","0.615385","0","3","1","2","0","2","0",2007-06-17
"National","National",2007,26,"1278","1.17371","0","0","1","10","0","4","0",2007-06-24
"National","National",2007,27,"1121","1.60571","0","2","3","8","0","5","0",2007-07-01
"National","National",2007,28,"1195","1.92469","0","4","8","9","0","2","0",2007-07-08
"National","National",2007,29,"1154","1.38648","0","4","3","8","0","1","0",2007-07-15
"National","National",2007,30,"1165","3.17597","0","14","7","14","0","2","0",2007-07-22
"National","National",2007,31,"1217","1.97206","0","2","6","14","0","2","0",2007-07-29
"National","National",2007,32,"1157","2.93863","0","11","5","14","0","4","0",2007-08-05
"National","National",2007,33,"1120","1.69643","0","7","2","10","0","0","0",2007-08-12
"National","National",2007,34,"1170","1.96581","0","1","0","21","0","1","0",2007-08-19
