"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage"
"20%345","New Mexico",2022-04-16,2,114,1419,1
"25%345","New Mexico",2022-04-16,2,158,1171,0
"30%345","New Mexico",2022-04-16,2,208,989.3,0
"35%345","New Mexico",2022-04-16,2,270,840.350000000001,0
"40%345","New Mexico",2022-04-16,2,334,712.400000000001,0
"45%345","New Mexico",2022-04-16,2,409,596.45,0
"1%346","New Mexico",2022-04-16,3,421.99,8334.09,1
"2.5%346","New Mexico",2022-04-16,3,479,5703.47499999999,1
"5%346","New Mexico",2022-04-16,3,14,4058.1,1
"10%346","New Mexico",2022-04-16,3,43,2427,1
"15%346","New Mexico",2022-04-16,3,75,1683.3,1
"20%346","New Mexico",2022-04-16,3,114,1164.6,0
"25%346","New Mexico",2022-04-16,3,158,860.25,0
"30%346","New Mexico",2022-04-16,3,16,617.3,0
"35%346","New Mexico",2022-04-16,3,32,439.350000000001,0
"40%346","New Mexico",2022-04-16,3,56,308.400000000001,0
"45%346","New Mexico",2022-04-16,3,91,213,0
"1%347","New Mexico",2022-04-16,4,421.99,11247.12,1
"2.5%347","New Mexico",2022-04-16,4,479,7636.94999999999,1
"5%347","New Mexico",2022-04-16,4,14,4742.25,1
"10%347","New Mexico",2022-04-16,4,43,2512.4,1
"15%347","New Mexico",2022-04-16,4,75,1449.3,0
"20%347","New Mexico",2022-04-16,4,114,822.800000000001,0
"25%347","New Mexico",2022-04-16,4,158,468.25,0
"30%347","New Mexico",2022-04-16,4,16,269.3,0
"35%347","New Mexico",2022-04-16,4,32,160,0
"40%347","New Mexico",2022-04-16,4,56,85.4000000000005,0
"45%347","New Mexico",2022-04-16,4,91,42,0
"1%348","New Mexico",2022-04-23,1,594,2250.01,1
"2.5%348","New Mexico",2022-04-23,1,667,2017.025,1
"5%348","New Mexico",2022-04-23,1,747,1870,1
"10%348","New Mexico",2022-04-23,1,841.9,1723,1
"15%348","New Mexico",2022-04-23,1,909,1623,1
"20%348","New Mexico",2022-04-23,1,963,1545.2,1
"25%348","New Mexico",2022-04-23,1,1010,1475,1
"30%348","New Mexico",2022-04-23,1,1056.7,1415,1
"35%348","New Mexico",2022-04-23,1,1101,1359,1
"40%348","New Mexico",2022-04-23,1,1148,1313,1
"45%348","New Mexico",2022-04-23,1,1189,1274,0
"1%349","New Mexico",2022-04-23,2,594,6854.94000000002,1
"2.5%349","New Mexico",2022-04-23,2,667,5569.3,1
"5%349","New Mexico",2022-04-23,2,17,4262.2,1
"10%349","New Mexico",2022-04-23,2,55,3191,1
"15%349","New Mexico",2022-04-23,2,103.85,2540.45,1
"20%349","New Mexico",2022-04-23,2,159.8,2057,1
"25%349","New Mexico",2022-04-23,2,222,1702.25,1
"30%349","New Mexico",2022-04-23,2,295,1448.9,0
"35%349","New Mexico",2022-04-23,2,378,1228.35,0
"40%349","New Mexico",2022-04-23,2,473.6,1034.4,0
"45%349","New Mexico",2022-04-23,2,591.55,873.45,0
"1%350","New Mexico",2022-04-23,3,594,12517.35,1
"2.5%350","New Mexico",2022-04-23,3,667,8802.3,1
"5%350","New Mexico",2022-04-23,3,17,6324.45,1
"10%350","New Mexico",2022-04-23,3,55,3812.40000000001,1
"15%350","New Mexico",2022-04-23,3,103.85,2554.6,1
"20%350","New Mexico",2022-04-23,3,159.8,1769.6,0
"25%350","New Mexico",2022-04-23,3,12,1278,0
"30%350","New Mexico",2022-04-23,3,25,891.3,0
"35%350","New Mexico",2022-04-23,3,46,642,0
"40%350","New Mexico",2022-04-23,3,79,444,0
"45%350","New Mexico",2022-04-23,3,130,309.45,0
"1%351","New Mexico",2022-04-23,4,594,19173.2000000001,1
"2.5%351","New Mexico",2022-04-23,4,667,11538.175,1
"5%351","New Mexico",2022-04-23,4,17,7355.20000000001,1
"10%351","New Mexico",2022-04-23,4,55,3750.6,1
"15%351","New Mexico",2022-04-23,4,103.85,2180.15,0
"20%351","New Mexico",2022-04-23,4,159.8,1254.4,0
"25%351","New Mexico",2022-04-23,4,12,729.25,0
"30%351","New Mexico",2022-04-23,4,25,411.3,0
"35%351","New Mexico",2022-04-23,4,46,232.350000000001,0
"40%351","New Mexico",2022-04-23,4,79,116,0
"45%351","New Mexico",2022-04-23,4,13,59,0
"1%352","New Mexico",2022-04-30,1,615.91,2258.07,1
"2.5%352","New Mexico",2022-04-30,1,720.975,2124.025,1
"5%352","New Mexico",2022-04-30,1,802.95,1983.1,1
"10%352","New Mexico",2022-04-30,1,893,1831,1
"15%352","New Mexico",2022-04-30,1,962.85,1727.15,1
"20%352","New Mexico",2022-04-30,1,1025,1644,1
"25%352","New Mexico",2022-04-30,1,1076,1572,0
"30%352","New Mexico",2022-04-30,1,1125,1503,0
"35%352","New Mexico",2022-04-30,1,1171,1450,0
"40%352","New Mexico",2022-04-30,1,1215,1390,0
"45%352","New Mexico",2022-04-30,1,1262,1344.45,0
"1%353","New Mexico",2022-04-30,2,615.91,7487.14,1
"2.5%353","New Mexico",2022-04-30,2,720.975,5938.34999999999,1
"5%353","New Mexico",2022-04-30,2,23,4755.55,1
"10%353","New Mexico",2022-04-30,2,63,3529.1,1
"15%353","New Mexico",2022-04-30,2,120,2754.45,1
"20%353","New Mexico",2022-04-30,2,181,2282.2,1
"25%353","New Mexico",2022-04-30,2,253,1879.75,0
"30%353","New Mexico",2022-04-30,2,345.7,1585.6,0
"35%353","New Mexico",2022-04-30,2,440,1354.35,0
"40%353","New Mexico",2022-04-30,2,538.6,1125.4,0
"45%353","New Mexico",2022-04-30,2,658.55,956.45,0
"1%354","New Mexico",2022-04-30,3,615.91,13271.29,1
"2.5%354","New Mexico",2022-04-30,3,720.975,9491.27499999998,1
"5%354","New Mexico",2022-04-30,3,23,6885.45,1
"10%354","New Mexico",2022-04-30,3,63,4259.1,1
"15%354","New Mexico",2022-04-30,3,120,2888.05,0
"20%354","New Mexico",2022-04-30,3,181,2032,0
"25%354","New Mexico",2022-04-30,3,15,1465.25,0
"30%354","New Mexico",2022-04-30,3,28,1040.3,0
"35%354","New Mexico",2022-04-30,3,56,730,0
"40%354","New Mexico",2022-04-30,3,97,520.400000000001,0
"45%354","New Mexico",2022-04-30,3,155,359.45,0
"1%355","New Mexico",2022-04-30,4,615.91,19534.5700000001,1
"2.5%355","New Mexico",2022-04-30,4,720.975,13166.775,1
"5%355","New Mexico",2022-04-30,4,23,8299.95000000002,1
"10%355","New Mexico",2022-04-30,4,63,4112.2,0
"15%355","New Mexico",2022-04-30,4,120,2336.3,0
"20%355","New Mexico",2022-04-30,4,181,1345.8,0
"25%355","New Mexico",2022-04-30,4,15,769.000000000002,0
"30%355","New Mexico",2022-04-30,4,28,435.3,0
"35%355","New Mexico",2022-04-30,4,56,225.700000000002,0
"40%355","New Mexico",2022-04-30,4,97,116.400000000001,0
"45%355","New Mexico",2022-04-30,4,12,59,0
"1%356","New Mexico",2022-05-07,1,819.98,2982,1
"2.5%356","New Mexico",2022-05-07,1,939.975,2736,1
"5%356","New Mexico",2022-05-07,1,1040.95,2565,1
"10%356","New Mexico",2022-05-07,1,1165,2334,1
"15%356","New Mexico",2022-05-07,1,1258.85,2194,0
"20%356","New Mexico",2022-05-07,1,1324,2094,0
"25%356","New Mexico",2022-05-07,1,1387.75,2004,0
"30%356","New Mexico",2022-05-07,1,1451,1929,0
"35%356","New Mexico",2022-05-07,1,1510,1861,0
"40%356","New Mexico",2022-05-07,1,1568,1798.4,0
"45%356","New Mexico",2022-05-07,1,1626,1740,0
"1%357","New Mexico",2022-05-07,2,819.98,10828.0700000001,1
"2.5%357","New Mexico",2022-05-07,2,15,8520.325,1
"5%357","New Mexico",2022-05-07,2,35,6639.65,1
"10%357","New Mexico",2022-05-07,2,90.9,4741.3,1
"15%357","New Mexico",2022-05-07,2,159,3695.75,1
"20%357","New Mexico",2022-05-07,2,236,3040.4,0
"25%357","New Mexico",2022-05-07,2,331.75,2561.25,0
"30%357","New Mexico",2022-05-07,2,431,2114,0
"35%357","New Mexico",2022-05-07,2,565,1795.05,0
"40%357","New Mexico",2022-05-07,2,710,1533.4,0
"45%357","New Mexico",2022-05-07,2,866,1269,0
"1%358","New Mexico",2022-05-07,3,819.98,19058.13,1
"2.5%358","New Mexico",2022-05-07,3,15,13704.75,1
"5%358","New Mexico",2022-05-07,3,35,9360.25000000001,1
"10%358","New Mexico",2022-05-07,3,90.9,5870.40000000001,1
"15%358","New Mexico",2022-05-07,3,159,4071.05,0
"20%358","New Mexico",2022-05-07,3,236,2755.2,0
"25%358","New Mexico",2022-05-07,3,20,2032.25,0
"30%358","New Mexico",2022-05-07,3,44,1453.6,0
"35%358","New Mexico",2022-05-07,3,81,1027.35,0
"40%358","New Mexico",2022-05-07,3,137,713.400000000001,0
"45%358","New Mexico",2022-05-07,3,214.55,481.900000000001,0
"1%359","New Mexico",2022-05-07,4,819.98,29222.38,1
"2.5%359","New Mexico",2022-05-07,4,15,18245.3,1
"5%359","New Mexico",2022-05-07,4,35,11425.4,1
"10%359","New Mexico",2022-05-07,4,90.9,6102.2,1
"15%359","New Mexico",2022-05-07,4,159,3408.45,0
"20%359","New Mexico",2022-05-07,4,236,1844,0
"25%359","New Mexico",2022-05-07,4,20,1065.75,0
"30%359","New Mexico",2022-05-07,4,44,634,0
"35%359","New Mexico",2022-05-07,4,81,337.350000000001,0
"40%359","New Mexico",2022-05-07,4,137,180,0
"45%359","New Mexico",2022-05-07,4,18,93,0
"1%360","New Mexico",2022-05-14,1,1383.94,4879.04,1
"2.5%360","New Mexico",2022-05-14,1,1574.95,4520.05,1
"5%360","New Mexico",2022-05-14,1,1736,4180.15,1
"10%360","New Mexico",2022-05-14,1,1940,3830,1
"15%360","New Mexico",2022-05-14,1,2067.85,3637,1
"20%360","New Mexico",2022-05-14,1,2187.8,3469,1
"25%360","New Mexico",2022-05-14,1,2300,3339.25,1
"30%360","New Mexico",2022-05-14,1,2408.7,3209,1
"35%360","New Mexico",2022-05-14,1,2516,3094.35,0
"40%360","New Mexico",2022-05-14,1,2611.6,2998,0
"45%360","New Mexico",2022-05-14,1,2700,2891,0
"1%361","New Mexico",2022-05-14,2,1383.94,20245.6800000001,1
"2.5%361","New Mexico",2022-05-14,2,24,15231.4,1
"5%361","New Mexico",2022-05-14,2,62,12395.05,1
"10%361","New Mexico",2022-05-14,2,176,9091.9,1
"15%361","New Mexico",2022-05-14,2,311.85,7202.45,1
"20%361","New Mexico",2022-05-14,2,472.8,5947.2,1
"25%361","New Mexico",2022-05-14,2,665.75,5115.75,1
"30%361","New Mexico",2022-05-14,2,897,4362.3,0
"35%361","New Mexico",2022-05-14,2,1139,3673.7,0
"40%361","New Mexico",2022-05-14,2,1443.4,3089.8,0
"45%361","New Mexico",2022-05-14,2,1781.55,2632.45,0
"1%362","New Mexico",2022-05-14,3,1383.94,43501.45,1
"2.5%362","New Mexico",2022-05-14,3,24,29931.65,1
"5%362","New Mexico",2022-05-14,3,62,21309.2,1
"10%362","New Mexico",2022-05-14,3,176,13307.1,1
"15%362","New Mexico",2022-05-14,3,311.85,8987.10000000001,1
"20%362","New Mexico",2022-05-14,3,16.8000000000001,6407.00000000001,1
"25%362","New Mexico",2022-05-14,3,41,4594.5,0
"30%362","New Mexico",2022-05-14,3,84.4000000000001,3294.2,0
"35%362","New Mexico",2022-05-14,3,170,2385.35,0
"40%362","New Mexico",2022-05-14,3,289,1659.4,0
"45%362","New Mexico",2022-05-14,3,487,1126.45,0
"1%363","New Mexico",2022-05-14,4,1383.94,61622.9300000001,1
"2.5%363","New Mexico",2022-05-14,4,24,42758.8999999999,1
"5%363","New Mexico",2022-05-14,4,62,26898.05,1
"10%363","New Mexico",2022-05-14,4,176,12923.9,1
"15%363","New Mexico",2022-05-14,4,311.85,6886.15000000001,1
"20%363","New Mexico",2022-05-14,4,16.8000000000001,3918.6,0
"25%363","New Mexico",2022-05-14,4,41,2354.75,0
"30%363","New Mexico",2022-05-14,4,84.4000000000001,1310.6,0
"35%363","New Mexico",2022-05-14,4,170,731.350000000001,0
"40%363","New Mexico",2022-05-14,4,17,396.800000000001,0
"45%363","New Mexico",2022-05-14,4,41,200.45,0
"1%364","New Mexico",2022-05-21,1,2269.93,8118.04,1
"2.5%364","New Mexico",2022-05-21,1,2547.975,7516.075,1
"5%364","New Mexico",2022-05-21,1,2835.95,6975.05,1
"10%364","New Mexico",2022-05-21,1,3189.8,6420.2,1
"15%364","New Mexico",2022-05-21,1,3426.85,6023,1
"20%364","New Mexico",2022-05-21,1,3641,5735.4,1
"25%364","New Mexico",2022-05-21,1,3835.5,5483.25,1
"30%364","New Mexico",2022-05-21,1,4007.7,5289.3,1
"35%364","New Mexico",2022-05-21,1,4148,5117.35,1
"40%364","New Mexico",2022-05-21,1,4304.6,4941.4,1
"45%364","New Mexico",2022-05-21,1,4454,4769.45,1
"1%365","New Mexico",2022-05-21,2,12,33429.67,1
"2.5%365","New Mexico",2022-05-21,2,38,26085.25,1
"5%365","New Mexico",2022-05-21,2,116.95,20131.75,1
"10%365","New Mexico",2022-05-21,2,311.8,15278.9,1
"15%365","New Mexico",2022-05-21,2,599.7,12300.8,1
"20%365","New Mexico",2022-05-21,2,898,10295,1
"25%365","New Mexico",2022-05-21,2,1237.75,8569.5,1
"30%365","New Mexico",2022-05-21,2,1582.4,7231.8,1
"35%365","New Mexico",2022-05-21,2,2048.65,6063.75,1
"40%365","New Mexico",2022-05-21,2,2534.6,5112.4,1
"45%365","New Mexico",2022-05-21,2,3039.2,4309,0
"1%366","New Mexico",2022-05-21,3,12,75316.3200000001,1
"2.5%366","New Mexico",2022-05-21,3,38,54111.2499999998,1
"5%366","New Mexico",2022-05-21,3,116.95,37315.7,1
"10%366","New Mexico",2022-05-21,3,311.8,22590.1,1
"15%366","New Mexico",2022-05-21,3,599.7,15278.55,1
"20%366","New Mexico",2022-05-21,3,32.8000000000001,10684.2,1
"25%366","New Mexico",2022-05-21,3,74,7586.50000000001,1
"30%366","New Mexico",2022-05-21,3,158.7,5579.3,0
"35%366","New Mexico",2022-05-21,3,294,4120.4,0
"40%366","New Mexico",2022-05-21,3,506,2905.4,0
"45%366","New Mexico",2022-05-21,3,813.650000000001,1996.35,0
"1%367","New Mexico",2022-05-21,4,12,126667.75,1
"2.5%367","New Mexico",2022-05-21,4,38,80817.65,1
"5%367","New Mexico",2022-05-21,4,116.95,49103.65,1
"10%367","New Mexico",2022-05-21,4,311.8,23557.7,1
"15%367","New Mexico",2022-05-21,4,599.7,13150.7,1
"20%367","New Mexico",2022-05-21,4,32.8000000000001,7862.60000000001,1
"25%367","New Mexico",2022-05-21,4,74,4330.25000000002,0
"30%367","New Mexico",2022-05-21,4,158.7,2511.4,0
"35%367","New Mexico",2022-05-21,4,294,1370.7,0
"40%367","New Mexico",2022-05-21,4,27,718.800000000001,0
"45%367","New Mexico",2022-05-21,4,73,358.45,0
"1%368","New Mexico",2022-05-28,1,2800.95,9976.23000000001,1
"2.5%368","New Mexico",2022-05-28,1,3181.975,9138.15,1
"5%368","New Mexico",2022-05-28,1,3501.9,8460.1,1
"10%368","New Mexico",2022-05-28,1,3915,7819.7,1
"15%368","New Mexico",2022-05-28,1,4201,7388.45,1
"20%368","New Mexico",2022-05-28,1,4468.8,7056.2,1
"25%368","New Mexico",2022-05-28,1,4664,6735,1
"30%368","New Mexico",2022-05-28,1,4866,6493.6,0
"35%368","New Mexico",2022-05-28,1,5056,6253,0
"40%368","New Mexico",2022-05-28,1,5251,6040.4,0
"45%368","New Mexico",2022-05-28,1,5447,5832,0
"1%369","New Mexico",2022-05-28,2,15,36887.34,1
"2.5%369","New Mexico",2022-05-28,2,46,29555.625,1
"5%369","New Mexico",2022-05-28,2,126.9,23255.45,1
"10%369","New Mexico",2022-05-28,2,331.9,17338.2,1
"15%369","New Mexico",2022-05-28,2,602.7,13925.55,1
"20%369","New Mexico",2022-05-28,2,924.6,11575.8,1
"25%369","New Mexico",2022-05-28,2,1334.75,9685.25,1
"30%369","New Mexico",2022-05-28,2,1808.7,8200.6,1
"35%369","New Mexico",2022-05-28,2,2365.65,6996.4,1
"40%369","New Mexico",2022-05-28,2,2909.2,5883.8,0
"45%369","New Mexico",2022-05-28,2,3508,5034.9,0
"1%370","New Mexico",2022-05-28,3,15,76585.4600000001,1
"2.5%370","New Mexico",2022-05-28,3,46,48597.875,1
"5%370","New Mexico",2022-05-28,3,126.9,35421.7,1
"10%370","New Mexico",2022-05-28,3,331.9,22382.6,1
"15%370","New Mexico",2022-05-28,3,602.7,15354.35,1
"20%370","New Mexico",2022-05-28,3,29,10828,1
"25%370","New Mexico",2022-05-28,3,76,7648.25,1
"30%370","New Mexico",2022-05-28,3,154,5418.6,0
"35%370","New Mexico",2022-05-28,3,273.65,3846.80000000001,0
"40%370","New Mexico",2022-05-28,3,472.6,2670.2,0
"45%370","New Mexico",2022-05-28,3,769.55,1840.9,0
"1%371","New Mexico",2022-05-28,4,15,116083.86,1
"2.5%371","New Mexico",2022-05-28,4,46,70955.8249999999,1
"5%371","New Mexico",2022-05-28,4,126.9,44924.65,1
"10%371","New Mexico",2022-05-28,4,331.9,23508.5,1
"15%371","New Mexico",2022-05-28,4,602.7,13522.2,1
"20%371","New Mexico",2022-05-28,4,29,7851,1
"25%371","New Mexico",2022-05-28,4,76,4663.00000000001,0
"30%371","New Mexico",2022-05-28,4,154,2616.6,0
"35%371","New Mexico",2022-05-28,4,11,1400.4,0
"40%371","New Mexico",2022-05-28,4,34,731.400000000001,0
"45%371","New Mexico",2022-05-28,4,80,342.45,0
"1%372","New Mexico",2022-06-04,1,2363.92,8654.04,1
"2.5%372","New Mexico",2022-06-04,1,2683.825,8022.15,1
"5%372","New Mexico",2022-06-04,1,3033,7400.2,1
"10%372","New Mexico",2022-06-04,1,3396.8,6733.1,1
"15%372","New Mexico",2022-06-04,1,3621.7,6375,1
"20%372","New Mexico",2022-06-04,1,3819.8,6058.4,0
"25%372","New Mexico",2022-06-04,1,4007,5803.25,0
"30%372","New Mexico",2022-06-04,1,4197.7,5564,0
"35%372","New Mexico",2022-06-04,1,4363,5366,0
"40%372","New Mexico",2022-06-04,1,4535.2,5188,0
"45%372","New Mexico",2022-06-04,1,4684,5007,0
"1%373","New Mexico",2022-06-04,2,2363.92,28724.72,1
"2.5%373","New Mexico",2022-06-04,2,39.975,21776.975,1
"5%373","New Mexico",2022-06-04,2,106,17049.25,1
"10%373","New Mexico",2022-06-04,2,280.8,12430.4,1
"15%373","New Mexico",2022-06-04,2,490.85,9911.45,1
"20%373","New Mexico",2022-06-04,2,729.8,8221.2,1
"25%373","New Mexico",2022-06-04,2,980.75,6809.25000000001,1
"30%373","New Mexico",2022-06-04,2,1281.4,5806.3,0
"35%373","New Mexico",2022-06-04,2,1632.65,4965.45000000001,0
"40%373","New Mexico",2022-06-04,2,2041,4186,0
"45%373","New Mexico",2022-06-04,2,2461.1,3501,0
"1%374","New Mexico",2022-06-04,3,2363.92,45727.5700000001,1
"2.5%374","New Mexico",2022-06-04,3,39.975,33614.2,1
"5%374","New Mexico",2022-06-04,3,106,23465.8,1
"10%374","New Mexico",2022-06-04,3,280.8,14922.7,1
"15%374","New Mexico",2022-06-04,3,490.85,10392.55,1
"20%374","New Mexico",2022-06-04,3,18,7172.2,1
"25%374","New Mexico",2022-06-04,3,46,5101.25,0
"30%374","New Mexico",2022-06-04,3,103.7,3511.9,0
"35%374","New Mexico",2022-06-04,3,190,2547.4,0
"40%374","New Mexico",2022-06-04,3,362.6,1837.40000000001,0
"45%374","New Mexico",2022-06-04,3,571.55,1277.95,0
"1%375","New Mexico",2022-06-04,4,2363.92,69482.6800000001,1
"2.5%375","New Mexico",2022-06-04,4,39.975,44914.85,1
"5%375","New Mexico",2022-06-04,4,106,28939.95,1
"10%375","New Mexico",2022-06-04,4,280.8,14336.4,1
"15%375","New Mexico",2022-06-04,4,490.85,7900.2,1
"20%375","New Mexico",2022-06-04,4,18,4724.6,0
"25%375","New Mexico",2022-06-04,4,46,2761.75000000001,0
"30%375","New Mexico",2022-06-04,4,103.7,1555.9,0
"35%375","New Mexico",2022-06-04,4,190,791.350000000001,0
"40%375","New Mexico",2022-06-04,4,14,394.400000000001,0
"45%375","New Mexico",2022-06-04,4,39,201.45,0
"1%376","New Mexico",2022-06-11,1,3314.96,11710.06,1
"2.5%376","New Mexico",2022-06-11,1,3835.9,10875.425,1
"5%376","New Mexico",2022-06-11,1,4165.95,10188.05,1
"10%376","New Mexico",2022-06-11,1,4677,9292,1
"15%376","New Mexico",2022-06-11,1,5033.85,8746.15,1
"20%376","New Mexico",2022-06-11,1,5340,8346.2,1
"25%376","New Mexico",2022-06-11,1,5593.75,7978.75,1
"30%376","New Mexico",2022-06-11,1,5846,7699.6,1
"35%376","New Mexico",2022-06-11,1,6087,7433,1
"40%376","New Mexico",2022-06-11,1,6286,7177,1
"45%376","New Mexico",2022-06-11,1,6516.1,6972,1
"1%377","New Mexico",2022-06-11,2,11,40916.12,1
"2.5%377","New Mexico",2022-06-11,2,63.95,30124.35,1
"5%377","New Mexico",2022-06-11,2,157,24400.15,1
"10%377","New Mexico",2022-06-11,2,389.5,17704,1
"15%377","New Mexico",2022-06-11,2,684.55,14023.35,1
"20%377","New Mexico",2022-06-11,2,1050.8,11909,1
"25%377","New Mexico",2022-06-11,2,1491.75,10138.25,1
"30%377","New Mexico",2022-06-11,2,1976.4,8483.4,1
"35%377","New Mexico",2022-06-11,2,2452.65,7297.85000000001,1
"40%377","New Mexico",2022-06-11,2,3062.6,6227.8,0
"45%377","New Mexico",2022-06-11,2,3699.4,5324,0
"1%378","New Mexico",2022-06-11,3,11,80939.6800000002,1
"2.5%378","New Mexico",2022-06-11,3,63.95,52945.2499999999,1
"5%378","New Mexico",2022-06-11,3,157,37149,1
"10%378","New Mexico",2022-06-11,3,389.5,22830.7,1
"15%378","New Mexico",2022-06-11,3,11,15599.6,1
"20%378","New Mexico",2022-06-11,3,34,11029.8,1
"25%378","New Mexico",2022-06-11,3,85.75,7854,1
"30%378","New Mexico",2022-06-11,3,167.7,5440.2,0
"35%378","New Mexico",2022-06-11,3,320,3902.7,0
"40%378","New Mexico",2022-06-11,3,531.6,2775.6,0
"45%378","New Mexico",2022-06-11,3,879.55,1947.9,0
"1%379","New Mexico",2022-06-11,4,11,102834.420000001,1
"2.5%379","New Mexico",2022-06-11,4,63.95,71842.675,1
"5%379","New Mexico",2022-06-11,4,157,44164.1,1
"10%379","New Mexico",2022-06-11,4,389.5,21435.7,1
"15%379","New Mexico",2022-06-11,4,11,11339,1
"20%379","New Mexico",2022-06-11,4,34,6581.00000000001,1
"25%379","New Mexico",2022-06-11,4,85.75,3757.5,0
"30%379","New Mexico",2022-06-11,4,167.7,2160,0
"35%379","New Mexico",2022-06-11,4,320,1132.35,0
"40%379","New Mexico",2022-06-11,4,23,650.800000000001,0
"45%379","New Mexico",2022-06-11,4,55,309.45,0
"1%380","New Mexico",2022-06-18,1,3529.86,12373.3,1
"2.5%380","New Mexico",2022-06-18,1,3950.925,11476.5,1
"5%380","New Mexico",2022-06-18,1,4455.5,10609.05,1
"10%380","New Mexico",2022-06-18,1,4913.9,9793.1,1
"15%380","New Mexico",2022-06-18,1,5291.85,9211,1
"20%380","New Mexico",2022-06-18,1,5605,8787,1
"25%380","New Mexico",2022-06-18,1,5882.75,8436.25,1
"30%380","New Mexico",2022-06-18,1,6166.7,8152.8,1
"35%380","New Mexico",2022-06-18,1,6427,7899.35,1
"40%380","New Mexico",2022-06-18,1,6661.6,7650.4,0
"45%380","New Mexico",2022-06-18,1,6899.55,7396,0
"1%381","New Mexico",2022-06-18,2,21,41627.43,1
"2.5%381","New Mexico",2022-06-18,2,57,32308.725,1
"5%381","New Mexico",2022-06-18,2,153,25353.15,1
"10%381","New Mexico",2022-06-18,2,369,18949.2,1
"15%381","New Mexico",2022-06-18,2,689.7,15142,1
"20%381","New Mexico",2022-06-18,2,1077,12513.8,1
"25%381","New Mexico",2022-06-18,2,1456.75,10448.25,1
"30%381","New Mexico",2022-06-18,2,1940,8761.3,1
"35%381","New Mexico",2022-06-18,2,2513.6,7457.1,1
"40%381","New Mexico",2022-06-18,2,3111.6,6341.2,0
"45%381","New Mexico",2022-06-18,2,3856.25,5394.35,0
"1%382","New Mexico",2022-06-18,3,21,80005.5500000001,1
"2.5%382","New Mexico",2022-06-18,3,57,54943.2249999999,1
"5%382","New Mexico",2022-06-18,3,153,37876.65,1
"10%382","New Mexico",2022-06-18,3,369,23509.3,1
"15%382","New Mexico",2022-06-18,3,689.7,16608.4,1
"20%382","New Mexico",2022-06-18,3,31,11950.2,1
"25%382","New Mexico",2022-06-18,3,69,8561.50000000001,1
"30%382","New Mexico",2022-06-18,3,159.7,6338,1
"35%382","New Mexico",2022-06-18,3,311,4561.75,0
"40%382","New Mexico",2022-06-18,3,549.2,3212.00000000001,0
"45%382","New Mexico",2022-06-18,3,916.650000000001,2166.7,0
"1%383","New Mexico",2022-06-18,4,21,117115.65,1
"2.5%383","New Mexico",2022-06-18,4,57,73653.2999999999,1
"5%383","New Mexico",2022-06-18,4,153,45856.9,1
"10%383","New Mexico",2022-06-18,4,369,20270.9,1
"15%383","New Mexico",2022-06-18,4,689.7,11770.5,1
"20%383","New Mexico",2022-06-18,4,31,7087.20000000001,1
"25%383","New Mexico",2022-06-18,4,69,3894.75,0
"30%383","New Mexico",2022-06-18,4,159.7,2150.3,0
"35%383","New Mexico",2022-06-18,4,311,1163,0
"40%383","New Mexico",2022-06-18,4,22,610.400000000001,0
"45%383","New Mexico",2022-06-18,4,53,290.900000000001,0
"1%384","New Mexico",2022-06-25,1,3197.87,11243.24,1
"2.5%384","New Mexico",2022-06-25,1,3597.875,10221.6,1
"5%384","New Mexico",2022-06-25,1,3942,9454.15,1
"10%384","New Mexico",2022-06-25,1,4358,8649.2,1
"15%384","New Mexico",2022-06-25,1,4664.85,8200.45,1
"20%384","New Mexico",2022-06-25,1,4925,7814,1
"25%384","New Mexico",2022-06-25,1,5196.75,7496.75,1
"30%384","New Mexico",2022-06-25,1,5407.7,7255.3,1
"35%384","New Mexico",2022-06-25,1,5635.65,6993.35,1
"40%384","New Mexico",2022-06-25,1,5846.6,6738,1
"45%384","New Mexico",2022-06-25,1,6060,6500,1
"1%385","New Mexico",2022-06-25,2,15,33647.9100000001,1
"2.5%385","New Mexico",2022-06-25,2,47,25847.575,1
"5%385","New Mexico",2022-06-25,2,127,20503.25,1
"10%385","New Mexico",2022-06-25,2,293.9,15261.8,1
"15%385","New Mexico",2022-06-25,2,532.7,12157,1
"20%385","New Mexico",2022-06-25,2,863.8,10105.2,1
"25%385","New Mexico",2022-06-25,2,1210.25,8492.75,1
"30%385","New Mexico",2022-06-25,2,1575.9,7082.1,1
"35%385","New Mexico",2022-06-25,2,2050.65,6006,0
"40%385","New Mexico",2022-06-25,2,2533.6,5189.4,0
"45%385","New Mexico",2022-06-25,2,3114.55,4400,0
"1%386","New Mexico",2022-06-25,3,15,56838.4400000001,1
"2.5%386","New Mexico",2022-06-25,3,47,38781.025,1
"5%386","New Mexico",2022-06-25,3,127,27991.1,1
"10%386","New Mexico",2022-06-25,3,293.9,17426.9,1
"15%386","New Mexico",2022-06-25,3,532.7,12228.05,1
"20%386","New Mexico",2022-06-25,3,22,8624.2,1
"25%386","New Mexico",2022-06-25,3,61,6003.50000000001,0
"30%386","New Mexico",2022-06-25,3,134,4389.5,0
"35%386","New Mexico",2022-06-25,3,242.65,3339.7,0
"40%386","New Mexico",2022-06-25,3,415,2367.6,0
"45%386","New Mexico",2022-06-25,3,677.55,1661.45,0
"1%387","New Mexico",2022-06-25,4,15,74741.8400000001,1
"2.5%387","New Mexico",2022-06-25,4,47,48838.975,1
